CHART,Abies nebrodensis,Accipiter gentilis,Accipiter gentilis arrigonii,Accipiter nisus,Acipenser naccarii,Acrocephalus arundinaceus,Acrocephalus melanopogon,Acrocephalus paludicola,Acrocephalus palustris,Acrocephalus schoenobaenus,Acrocephalus scirpaceus,Actitis hypoleucos,Adenophora lilifolia,Adonis distorta,Aegithalos caudatus,Aegolius funereus,Alauda arvensis,Alburnus albidus,Alcedo atthis,Aldrovanda vesiculosa,Alectoris graeca,Alectoris graeca graeca,Alectoris graeca saxatilis,Alectoris graeca whitakeri,Alosa fallax,Anas acuta,Anas clypeata,Anas crecca,Anas penelope,Anas platyrhynchos,Anas querquedula,Anas strepera,Anchusa crispa,Androsace mathildae,Anser albifrons,Anser anser,Anser fabalis,Anthus campestris,Anthus cervinus,Anthus pratensis,Anthus spinoletta,Anthus trivialis,Aphanius fasciatus,Apus apus,Apus melba,Apus pallidus,Aquila chrysaetos,Aquila clanga,Aquila pomarina,Aquilegia bertolonii,Ardea cinerea,Ardea purpurea,Ardeola ralloides,Arenaria interpres,Armeria helodes,Asio flammeus,Asio otus,Asplenium adulterinum,Astragalus aquilanus,Astragalus centralpinus,Astragalus maritimus,Astragalus verrucosus,Athamanta cortiana,Athene noctua,Austropotamobius pallipes,Aythya ferina,Aythya fuligula,Aythya marila,Aythya nyroca,Barbastella barbastellus,Barbus meridionalis,Barbus plebejus,Bassia saxicola,Bombina pachipus,Bombina variegata,Bonasa bonasia,Botaurus stellaris,Brassica glabrescens,Brassica insularis,Brassica macrocarpa,Bubo bubo,Bubulcus ibis,Bucanetes githagineus,Bucephala clangula,Burhinus oedicnemus,Buteo buteo,Buteo lagopus,Buteo rufinus,Buxbaumia viridis,Calandrella brachydactyla,Caldesia parnassifolia,Calidris alba,Calidris alpina,Calidris canutus,Calidris ferruginea,Calidris minuta,Calidris temminckii,Calonectris diomedea,Campanula sabatia,Campanula zoysii,Canis lupus,Caprimulgus europaeus,Carduelis cannabina,Carduelis carduelis,Carduelis chloris,Carduelis flammea,Carduelis spinus,Caretta caretta,Carex panormitana,Centaurea horrida,Centaurea kartschiana,Centranthus trinervis,Cerambyx cerdo,Certhia brachydactyla,Certhia familiaris,Cervus elaphus corsicanus,Cettia cetti,Charadrius alexandrinus,Charadrius dubius,Charadrius hiaticula,Charadrius morinellus,Chlidonias hybridus,Chlidonias leucopterus,Chlidonias niger,Chondrostoma genei,Chondrostoma soetta,Ciconia ciconia,Ciconia nigra,Cinclus cinclus,Circaetus gallicus,Circus aeruginosus,Circus cyaneus,Circus macrourus,Circus pygargus,Cisticola juncidis,Clamator glandarius,Cobitis taenia,Coccothraustes coccothraustes,Coenagrion mercuriale,Coenonympha oedippus,Columba livia,Columba oenas,Columba palumbus,Coracias garrulus,Cordulegaster trinacriae,Corvus corax,Corvus corone,Corvus frugilegus,Corvus monedula,Cottus gobio,Coturnix coturnix,Crambe tataria,Crex crex,Cuculus canorus,Cygnus olor,Cypripedium calceolus,Cytisus aeolicus,Daphne petraea,Delichon urbica,Dendrocopos leucotos,Dendrocopos major,Dendrocopos medius,Dendrocopos minor,Dianthus rupicola,Dicranum viride,Discoglossus sardus,Dracocephalum austriacum,Drepanocladus vernicosus,Dryocopus martius,Egretta alba,Egretta garzetta,Elaphe quatuorlineata,Elaphe situla,Emberiza cia,Emberiza citrinella,Emberiza hortulana,Emberiza melanocephala,Emberiza schoeniclus,Emys orbicularis,Erebia calcaria,Erebia christi,Eriogaster catax,Erithacus rubecula,Erucastrum palustre,Eryngium alpinum,Euleptes europaea,Euphrasia marchesettii,Euphydryas aurinia,Euplagia quadripunctaria,Falco biarmicus,Falco columbarius,Falco eleonorae,Falco naumanni,Falco peregrinus,Falco subbuteo,Falco tinnunculus,Falco vespertinus,Ficedula albicollis,Ficedula hypoleuca,Ficedula parva,Fringilla coelebs,Fringilla montifringilla,Fulica atra,Galerida cristata,Gallinago gallinago,Gallinago media,Gallinula chloropus,Garrulus glandarius,Gavia arctica,Gavia stellata,Gelochelidon nilotica,Genista holopetala,Gentiana ligustica,Gladiolus palustris,Glareola pratincola,Glaucidium passerinum,Graphoderus bilineatus,Grus grus,Gypaetus barbatus,Gyps fulvus,Gypsophila papillosa,Haematopus ostralegus,Helianthemum caput-felis,Herniaria latifolia ssp. litardierei,Hieraaetus pennatus,Himantoglossum adriaticum,Himantopus himantopus,Hippolais icterina,Hippolais polyglotta,Hirundo daurica,Hirundo rustica,Hydrobates pelagicus,Isoetes malinverniana,Ixobrychus minutus,Jonopsidium savianum,Jynx torquilla,Klasea lycopifolia,Knipowitschia panizzae,Kosteletzkya pentacarpos,Lagopus mutus helveticus,Lampetra fluviatilis,Lampetra planeri,Lampetra zanandreai,Lamyropsis microcephala,Lanius collurio,Lanius minor,Lanius senator,Larus argentatus,Larus audouinii,Larus cachinnans,Larus canus,Larus fuscus,Larus genei,Larus melanocephalus,Larus michahellis,Larus minutus,Larus ridibundus,Leuciscus lucumonis,Leuciscus souffia,Leucorrhinia pectoralis,Limonium pseudolaetum,Limonium strictissimum,Limosa lapponica,Limosa limosa,Linaria flava,Linaria tonzigii,Lindenia tetraphylla,Liparis loeselii,Locustella luscinioides,Locustella naevia,Loxia curvirostra,Lucanus cervus,Lullula arborea,Luscinia megarhynchos,Luscinia svecica,Lutra lutra,Lycaena dispar,Lymnocryptes minimus,Lynx lynx,Mannia triandra,Marmaronetta angustirostris,Melanargia arge,Melanitta fusca,Melanitta nigra,Melanocorypha calandra,Mergus albellus,Mergus merganser,Mergus serrator,Merops apiaster,Miliaria calandra,Milvus migrans,Milvus milvus,Miniopterus schreibersii,Moehringia tommasinii,Monachus monachus,Monticola saxatilis,Monticola solitarius,Montifringilla nivalis,Motacilla alba,Motacilla cinerea,Motacilla flava,Muscari gussonei,Muscicapa striata,Myosotis rehsteineri,Myotis bechsteinii,Myotis blythii,Myotis capaccinii,Myotis emarginatus,Myotis myotis,Neophron percnopterus,Netta rufina,Nucifraga caryocatactes,Numenius arquata,Numenius phaeopus,Numenius tenuirostris,Nycticorax nycticorax,Oenanthe hispanica,Oenanthe oenanthe,Ophiogomphus cecilia,Oriolus oriolus,Orthotrichum rogeri,Osmoderma eremita,Otus scops,Ovis gmelini musimon,Oxygastra curtisii,Padogobius nigricans,Paeonia officinalis ssp. banatica,Pandion haliaetus,Panurus biarmicus,Papilio hospiton,Parus ater,Parus caeruleus,Parus cristatus,Parus major,Parus montanus,Parus palustris,Passer domesticus,Passer hispaniolensis,Pelobates fuscus insubricus,Pernis apivorus,Petromyzon marinus,Petronia petronia,Phalacrocorax carbo,Phalacrocorax carbo sinensis,Phalacrocorax pygmeus,Phalaropus lobatus,Philomachus pugnax,Phoenicopterus roseus,Phoenicopterus ruber,Phoenicurus ochruros,Phoenicurus phoenicurus,Phylloscopus bonelli,Phylloscopus collybita,Phylloscopus sibilatrix,Phylloscopus trochilus,Picoides tridactylus,Picus canus,Picus viridis,Platalea leucorodia,Plegadis falcinellus,Pluvialis apricaria,Pluvialis squatarola,Podiceps auritus,Podiceps cristatus,Podiceps grisegena,Podiceps nigricollis,Pomatoschistus canestrinii,Porphyrio porphyrio,Porzana parva,Porzana porzana,Porzana pusilla,Primula apennina,Primula palinuri,Protochondrostoma genei,Prunella collaris,Prunella modularis,Ptyonoprogne rupestris,Puffinus gravis,Puffinus yelkouan,Pyrrhocorax graculus,Pyrrhocorax pyrrhocorax,Pyrrhula pyrrhula,Rallus aquaticus,Rana latastei,Recurvirostra avosetta,Regulus ignicapillus,Regulus regulus,Remiz pendulinus,Rhinolophus euryale,Rhinolophus ferrumequinum,Rhinolophus hipposideros,Rhinolophus mehelyi,Rhysodes sulcatus,Ribes sardoum,Riccia breidleri,Riparia riparia,Rosalia alpina,Rouya polygama,Rupicapra pyrenaica ornata,Rutilus pigus,Rutilus rubilio,Sabanejewia larvata,Salamandrina perspicillata,Salamandrina terdigitata,Salicornia veneta,Salmo marmoratus,Salmo trutta macrostigma,Saxicola rubetra,Saxicola torquata,Saxifraga berica,Saxifraga florulenta,Saxifraga tombeanensis,Scapania massalongii,Scolopax rusticola,Silene hicesiae,Speleomantes flavus,Speleomantes genei,Speleomantes imperialis,Speleomantes strinatii,Speleomantes supramontis,Stercorarius parasiticus,Sterna albifrons,Sterna caspia,Sterna hirundo,Sterna sandvicensis,Stipa austroitalica,Stipa veneta,Streptopelia decaocto,Streptopelia turtur,Strix aluco,Sturnus vulgaris,Sylvia atricapilla,Sylvia borin,Sylvia cantillans,Sylvia communis,Sylvia conspicillata,Sylvia curruca,Sylvia hortensis,Sylvia melanocephala,Sylvia nisoria,Sylvia sarda,Sylvia undata,Tachybaptus ruficollis,Tachymarptis melba,Tadorna ferruginea,Tadorna tadorna,Testudo hermanni,Tetrao tetrix tetrix,Tetrao urogallus,Tetrax tetrax,Tichodroma muraria,Trifolium saxatile,Tringa erythropus,Tringa glareola,Tringa nebularia,Tringa ochropus,Tringa totanus,Triturus carnifex,Troglodytes troglodytes,Turdus iliacus,Turdus merula,Turdus philomelos,Turdus pilaris,Turdus torquatus,Turdus viscivorus,Tursiops truncatus,Tyto alba,Upupa epops,Ursus arctos,Vanellus vanellus,Vertigo moulinsiana,Vipera ursinii,Woodwardia radicans,Number of Species Present,DECISTION VARIABLE,SITE COST,SELECTED COST
IT1110006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0
IT1110007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
IT1110008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
IT1110019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
IT1110030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
IT1110036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
IT1110049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
IT1110064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
IT1110070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
